No_gen, Best, MQ, No_clus, max_clus, min_clus
97,1.764742367505921,2.092996324804105,6,4,3
98,1.764742367505921,2.092996324804105,6,4,3
99,1.764742367505921,2.092996324804105,6,4,3
100,1.764742367505921,2.092996324804105,6,4,3
101,1.764742367505921,2.092996324804105,6,4,3
102,1.764742367505921,2.092996324804105,6,4,3
103,1.764742367505921,2.092996324804105,6,4,3
104,1.764742367505921,2.092996324804105,6,4,3
105,1.764742367505921,2.092996324804105,6,4,3
106,1.764742367505921,2.092996324804105,6,4,3
107,1.764742367505921,2.092996324804105,6,4,3
108,1.764742367505921,2.092996324804105,6,4,3
109,1.764742367505921,2.092996324804105,6,4,3
110,1.764742367505921,2.092996324804105,6,4,3
111,1.764742367505921,2.092996324804105,6,4,3
112,1.764742367505921,2.092996324804105,6,4,3
113,1.764742367505921,2.092996324804105,6,4,3
114,1.764742367505921,2.092996324804105,6,4,3
115,1.764742367505921,2.092996324804105,6,4,3
116,1.764742367505921,2.092996324804105,6,4,3
117,1.764742367505921,2.092996324804105,6,4,3
118,1.764742367505921,2.092996324804105,6,4,3
119,1.764742367505921,2.092996324804105,6,4,3
120,1.764742367505921,2.092996324804105,6,4,3
121,1.764742367505921,2.092996324804105,6,4,3
122,1.764742367505921,2.092996324804105,6,4,3
123,1.764742367505921,2.092996324804105,6,4,3
124,1.764742367505921,2.092996324804105,6,4,3
125,1.764742367505921,2.092996324804105,6,4,3
126,1.764742367505921,2.092996324804105,6,4,3
127,1.764742367505921,2.092996324804105,6,4,3
128,1.764742367505921,2.092996324804105,6,4,3
129,1.764742367505921,2.092996324804105,6,4,3
130,1.764742367505921,2.092996324804105,6,4,3
131,1.764742367505921,2.092996324804105,6,4,3
132,1.764742367505921,2.092996324804105,6,4,3
133,1.764742367505921,2.092996324804105,6,4,3
134,1.764742367505921,2.092996324804105,6,4,3
135,1.764742367505921,2.092996324804105,6,4,3
136,1.764742367505921,2.092996324804105,6,4,3
137,1.764742367505921,2.092996324804105,6,4,3
138,1.764742367505921,2.092996324804105,6,4,3
139,1.764742367505921,2.092996324804105,6,4,3
140,1.764742367505921,2.092996324804105,6,4,3
141,1.764742367505921,2.092996324804105,6,4,3
142,1.764742367505921,2.092996324804105,6,4,3
143,1.764742367505921,2.092996324804105,6,4,3
144,1.764742367505921,2.092996324804105,6,4,3
145,1.764742367505921,2.092996324804105,6,4,3
146,1.764742367505921,2.092996324804105,6,4,3
147,1.764742367505921,2.092996324804105,6,4,3
148,1.764742367505921,2.092996324804105,6,4,3
149,1.764742367505921,2.092996324804105,6,4,3
150,1.764742367505921,2.092996324804105,6,4,3
151,1.764742367505921,2.092996324804105,6,4,3
152,1.764742367505921,2.092996324804105,6,4,3
153,1.764742367505921,2.092996324804105,6,4,3
154,1.764742367505921,2.092996324804105,6,4,3
155,1.764742367505921,2.092996324804105,6,4,3
156,1.764742367505921,2.092996324804105,6,4,3
157,1.764742367505921,2.092996324804105,6,4,3
158,1.764742367505921,2.092996324804105,6,4,3
159,1.764742367505921,2.092996324804105,6,4,3
160,1.764742367505921,2.092996324804105,6,4,3
161,1.764742367505921,2.092996324804105,6,4,3
162,1.764742367505921,2.092996324804105,6,4,3
163,1.764742367505921,2.092996324804105,6,4,3
164,1.764742367505921,2.092996324804105,6,4,3
165,1.764742367505921,2.092996324804105,6,4,3
166,1.764742367505921,2.092996324804105,6,4,3
167,1.764742367505921,2.092996324804105,6,4,3
168,1.764742367505921,2.092996324804105,6,4,3
169,1.764742367505921,2.092996324804105,6,4,3
170,1.764742367505921,2.092996324804105,6,4,3
171,1.764742367505921,2.092996324804105,6,4,3
172,1.764742367505921,2.092996324804105,6,4,3
173,1.764742367505921,2.092996324804105,6,4,3
174,1.764742367505921,2.092996324804105,6,4,3
175,1.764742367505921,2.092996324804105,6,4,3
176,1.764742367505921,2.092996324804105,6,4,3
177,1.764742367505921,2.092996324804105,6,4,3
178,1.764742367505921,2.092996324804105,6,4,3
179,1.764742367505921,2.092996324804105,6,4,3
180,1.764742367505921,2.092996324804105,6,4,3
181,1.764742367505921,2.092996324804105,6,4,3
182,1.764742367505921,2.092996324804105,6,4,3
183,1.764742367505921,2.092996324804105,6,4,3
184,1.764742367505921,2.092996324804105,6,4,3
185,1.764742367505921,2.092996324804105,6,4,3
186,1.764742367505921,2.092996324804105,6,4,3
187,1.764742367505921,2.092996324804105,6,4,3
188,1.764742367505921,2.092996324804105,6,4,3
189,1.764742367505921,2.092996324804105,6,4,3
190,1.764742367505921,2.092996324804105,6,4,3
191,1.764742367505921,2.092996324804105,6,4,3
192,1.764742367505921,2.092996324804105,6,4,3
193,1.764742367505921,2.092996324804105,6,4,3
194,1.764742367505921,2.092996324804105,6,4,3
195,1.764742367505921,2.092996324804105,6,4,3
196,1.764742367505921,2.092996324804105,6,4,3
197,1.764742367505921,2.092996324804105,6,4,3
198,1.764742367505921,2.092996324804105,6,4,3
199,1.764742367505921,2.092996324804105,6,4,3
200,1.764742367505921,2.092996324804105,6,4,3
201,1.764742367505921,2.092996324804105,6,4,3
202,1.764742367505921,2.092996324804105,6,4,3
203,1.764742367505921,2.092996324804105,6,4,3
204,1.764742367505921,2.092996324804105,6,4,3
205,1.764742367505921,2.092996324804105,6,4,3
206,1.764742367505921,2.092996324804105,6,4,3
207,1.764742367505921,2.092996324804105,6,4,3
208,1.764742367505921,2.092996324804105,6,4,3
209,1.764742367505921,2.092996324804105,6,4,3
210,1.764742367505921,2.092996324804105,6,4,3
211,1.764742367505921,2.092996324804105,6,4,3
212,1.764742367505921,2.092996324804105,6,4,3
213,1.764742367505921,2.092996324804105,6,4,3
214,1.764742367505921,2.092996324804105,6,4,3
215,1.764742367505921,2.092996324804105,6,4,3
216,1.764742367505921,2.092996324804105,6,4,3
217,1.764742367505921,2.092996324804105,6,4,3
218,1.764742367505921,2.092996324804105,6,4,3
219,1.764742367505921,2.092996324804105,6,4,3
220,1.764742367505921,2.092996324804105,6,4,3
221,1.764742367505921,2.092996324804105,6,4,3
222,1.764742367505921,2.092996324804105,6,4,3
223,1.764742367505921,2.092996324804105,6,4,3
224,1.764742367505921,2.092996324804105,6,4,3
225,1.764742367505921,2.092996324804105,6,4,3
226,1.764742367505921,2.092996324804105,6,4,3
227,1.764742367505921,2.092996324804105,6,4,3
228,1.764742367505921,2.092996324804105,6,4,3
229,1.764742367505921,2.092996324804105,6,4,3
230,1.764742367505921,2.092996324804105,6,4,3
231,1.764742367505921,2.092996324804105,6,4,3
232,1.764742367505921,2.092996324804105,6,4,3
233,1.764742367505921,2.092996324804105,6,4,3
234,1.764742367505921,2.092996324804105,6,4,3
235,1.764742367505921,2.092996324804105,6,4,3
236,1.764742367505921,2.092996324804105,6,4,3
237,1.764742367505921,2.092996324804105,6,4,3
238,1.764742367505921,2.092996324804105,6,4,3
239,1.764742367505921,2.092996324804105,6,4,3
240,1.764742367505921,2.092996324804105,6,4,3
241,1.764742367505921,2.092996324804105,6,4,3
242,1.764742367505921,2.092996324804105,6,4,3
243,1.764742367505921,2.092996324804105,6,4,3
244,1.764742367505921,2.092996324804105,6,4,3
245,1.764742367505921,2.092996324804105,6,4,3
246,1.764742367505921,2.092996324804105,6,4,3
247,1.764742367505921,2.092996324804105,6,4,3
248,1.764742367505921,2.092996324804105,6,4,3
249,1.764742367505921,2.092996324804105,6,4,3
250,1.764742367505921,2.092996324804105,6,4,3
251,1.764742367505921,2.092996324804105,6,4,3
252,1.764742367505921,2.092996324804105,6,4,3
253,1.764742367505921,2.092996324804105,6,4,3
254,1.764742367505921,2.092996324804105,6,4,3
255,1.764742367505921,2.092996324804105,6,4,3
256,1.764742367505921,2.092996324804105,6,4,3
257,1.764742367505921,2.092996324804105,6,4,3
258,1.764742367505921,2.092996324804105,6,4,3
259,1.764742367505921,2.092996324804105,6,4,3
260,1.764742367505921,2.092996324804105,6,4,3
261,1.764742367505921,2.092996324804105,6,4,3
262,1.764742367505921,2.092996324804105,6,4,3
263,1.764742367505921,2.092996324804105,6,4,3
264,1.764742367505921,2.092996324804105,6,4,3
265,1.764742367505921,2.092996324804105,6,4,3
266,1.764742367505921,2.092996324804105,6,4,3
267,1.764742367505921,2.092996324804105,6,4,3
268,1.764742367505921,2.092996324804105,6,4,3
269,1.764742367505921,2.092996324804105,6,4,3
270,1.764742367505921,2.092996324804105,6,4,3
271,1.764742367505921,2.092996324804105,6,4,3
272,1.764742367505921,2.092996324804105,6,4,3
273,1.764742367505921,2.092996324804105,6,4,3
274,1.764742367505921,2.092996324804105,6,4,3
275,1.764742367505921,2.092996324804105,6,4,3
276,1.764742367505921,2.092996324804105,6,4,3
277,1.764742367505921,2.092996324804105,6,4,3
278,1.764742367505921,2.092996324804105,6,4,3
279,1.764742367505921,2.092996324804105,6,4,3
280,1.764742367505921,2.092996324804105,6,4,3
281,1.764742367505921,2.092996324804105,6,4,3
282,1.764742367505921,2.092996324804105,6,4,3
283,1.764742367505921,2.092996324804105,6,4,3
284,1.764742367505921,2.092996324804105,6,4,3
285,1.764742367505921,2.092996324804105,6,4,3
286,1.764742367505921,2.092996324804105,6,4,3
287,1.764742367505921,2.092996324804105,6,4,3
288,1.764742367505921,2.092996324804105,6,4,3
289,1.764742367505921,2.092996324804105,6,4,3
290,1.764742367505921,2.092996324804105,6,4,3
291,1.764742367505921,2.092996324804105,6,4,3
292,1.764742367505921,2.092996324804105,6,4,3
293,1.764742367505921,2.092996324804105,6,4,3
294,1.764742367505921,2.092996324804105,6,4,3
295,1.764742367505921,2.092996324804105,6,4,3
296,1.764742367505921,2.092996324804105,6,4,3
297,1.764742367505921,2.092996324804105,6,4,3
298,1.764742367505921,2.092996324804105,6,4,3
299,1.764742367505921,2.092996324804105,6,4,3
300,1.764742367505921,2.092996324804105,6,4,3
301,1.764742367505921,2.092996324804105,6,4,3
302,1.764742367505921,2.092996324804105,6,4,3
303,1.764742367505921,2.092996324804105,6,4,3
304,1.764742367505921,2.092996324804105,6,4,3
305,1.764742367505921,2.092996324804105,6,4,3
306,1.764742367505921,2.092996324804105,6,4,3
307,1.764742367505921,2.092996324804105,6,4,3
308,1.764742367505921,2.092996324804105,6,4,3
309,1.764742367505921,2.092996324804105,6,4,3
310,1.764742367505921,2.092996324804105,6,4,3
311,1.764742367505921,2.092996324804105,6,4,3
312,1.764742367505921,2.092996324804105,6,4,3
313,1.764742367505921,2.092996324804105,6,4,3
314,1.764742367505921,2.092996324804105,6,4,3
315,1.764742367505921,2.092996324804105,6,4,3
316,1.764742367505921,2.092996324804105,6,4,3
317,1.764742367505921,2.092996324804105,6,4,3
318,1.764742367505921,2.092996324804105,6,4,3
319,1.764742367505921,2.092996324804105,6,4,3
320,1.764742367505921,2.092996324804105,6,4,3
321,1.764742367505921,2.092996324804105,6,4,3
322,1.764742367505921,2.092996324804105,6,4,3
323,1.764742367505921,2.092996324804105,6,4,3
324,1.764742367505921,2.092996324804105,6,4,3
325,1.764742367505921,2.092996324804105,6,4,3
326,1.764742367505921,2.092996324804105,6,4,3
327,1.764742367505921,2.092996324804105,6,4,3
328,1.764742367505921,2.092996324804105,6,4,3
329,1.764742367505921,2.092996324804105,6,4,3
330,1.764742367505921,2.092996324804105,6,4,3
331,1.764742367505921,2.092996324804105,6,4,3
332,1.764742367505921,2.092996324804105,6,4,3
333,1.764742367505921,2.092996324804105,6,4,3
334,1.764742367505921,2.092996324804105,6,4,3
335,1.764742367505921,2.092996324804105,6,4,3
336,1.764742367505921,2.092996324804105,6,4,3
337,1.764742367505921,2.092996324804105,6,4,3
338,1.764742367505921,2.092996324804105,6,4,3
339,1.764742367505921,2.092996324804105,6,4,3
340,1.764742367505921,2.092996324804105,6,4,3
341,1.764742367505921,2.092996324804105,6,4,3
342,1.764742367505921,2.092996324804105,6,4,3
343,1.764742367505921,2.092996324804105,6,4,3
344,1.764742367505921,2.092996324804105,6,4,3
345,1.764742367505921,2.092996324804105,6,4,3
346,1.764742367505921,2.092996324804105,6,4,3
347,1.764742367505921,2.092996324804105,6,4,3
348,1.764742367505921,2.092996324804105,6,4,3
349,1.764742367505921,2.092996324804105,6,4,3
350,1.764742367505921,2.092996324804105,6,4,3
351,1.764742367505921,2.092996324804105,6,4,3
352,1.764742367505921,2.092996324804105,6,4,3
353,1.764742367505921,2.092996324804105,6,4,3
354,1.764742367505921,2.092996324804105,6,4,3
355,1.764742367505921,2.092996324804105,6,4,3
356,1.764742367505921,2.092996324804105,6,4,3
357,1.764742367505921,2.092996324804105,6,4,3
358,1.764742367505921,2.092996324804105,6,4,3
359,1.764742367505921,2.092996324804105,6,4,3
360,1.764742367505921,2.092996324804105,6,4,3
361,1.764742367505921,2.092996324804105,6,4,3
362,1.764742367505921,2.092996324804105,6,4,3
363,1.764742367505921,2.092996324804105,6,4,3
364,1.764742367505921,2.092996324804105,6,4,3
365,1.764742367505921,2.092996324804105,6,4,3
366,1.764742367505921,2.092996324804105,6,4,3
367,1.764742367505921,2.092996324804105,6,4,3
368,1.764742367505921,2.092996324804105,6,4,3
369,1.764742367505921,2.092996324804105,6,4,3
370,1.764742367505921,2.092996324804105,6,4,3
371,1.764742367505921,2.092996324804105,6,4,3
372,1.764742367505921,2.092996324804105,6,4,3
373,1.764742367505921,2.092996324804105,6,4,3
374,1.764742367505921,2.092996324804105,6,4,3
375,1.764742367505921,2.092996324804105,6,4,3
376,1.7786548976186913,2.1181159420289855,6,4,2
377,1.7786548976186913,2.1181159420289855,6,4,2
378,1.7786548976186913,2.1181159420289855,6,4,2
379,1.7786548976186913,2.1181159420289855,6,4,2
380,1.7786548976186913,2.1181159420289855,6,4,2
381,1.7786548976186913,2.1181159420289855,6,4,2
382,1.7786548976186913,2.1181159420289855,6,4,2
383,1.7786548976186913,2.1181159420289855,6,4,2
384,1.7786548976186913,2.1181159420289855,6,4,2
385,1.7786548976186913,2.1181159420289855,6,4,2
386,1.7786548976186913,2.1181159420289855,6,4,2
387,1.7786548976186913,2.1181159420289855,6,4,2
388,1.7786548976186913,2.1181159420289855,6,4,2
389,1.7786548976186913,2.1181159420289855,6,4,2
390,1.7786548976186913,2.1181159420289855,6,4,2
391,1.7786548976186913,2.1181159420289855,6,4,2
392,1.7786548976186913,2.1181159420289855,6,4,2
393,1.7786548976186913,2.1181159420289855,6,4,2
394,1.7786548976186913,2.1181159420289855,6,4,2
395,1.7786548976186913,2.1181159420289855,6,4,2
396,1.7786548976186913,2.1181159420289855,6,4,2
397,1.7786548976186913,2.1181159420289855,6,4,2
398,1.7786548976186913,2.1181159420289855,6,4,2
399,1.7786548976186913,2.1181159420289855,6,4,2
400,1.7786548976186913,2.1181159420289855,6,4,2
401,1.7786548976186913,2.1181159420289855,6,4,2
402,1.7786548976186913,2.1181159420289855,6,4,2
403,1.7786548976186913,2.1181159420289855,6,4,2
404,1.7786548976186913,2.1181159420289855,6,4,2
405,1.7786548976186913,2.1181159420289855,6,4,2
406,1.7786548976186913,2.1181159420289855,6,4,2
407,1.7786548976186913,2.1181159420289855,6,4,2
408,1.7786548976186913,2.1181159420289855,6,4,2
409,1.7786548976186913,2.1181159420289855,6,4,2
410,1.7786548976186913,2.1181159420289855,6,4,2
411,1.7786548976186913,2.1181159420289855,6,4,2
412,1.7786548976186913,2.1181159420289855,6,4,2
413,1.7786548976186913,2.1181159420289855,6,4,2
414,1.7786548976186913,2.1181159420289855,6,4,2
415,1.7786548976186913,2.1181159420289855,6,4,2
416,1.7786548976186913,2.1181159420289855,6,4,2
417,1.7786548976186913,2.1181159420289855,6,4,2
418,1.7786548976186913,2.1181159420289855,6,4,2
419,1.7786548976186913,2.1181159420289855,6,4,2
420,1.7786548976186913,2.1181159420289855,6,4,2
421,1.7786548976186913,2.1181159420289855,6,4,2
422,1.7786548976186913,2.1181159420289855,6,4,2
423,1.7786548976186913,2.1181159420289855,6,4,2
424,1.7786548976186913,2.1181159420289855,6,4,2
425,1.7786548976186913,2.1181159420289855,6,4,2
426,1.7786548976186913,2.1181159420289855,6,4,2
427,1.7786548976186913,2.1181159420289855,6,4,2
428,1.7786548976186913,2.1181159420289855,6,4,2
429,1.7786548976186913,2.1181159420289855,6,4,2
430,1.7786548976186913,2.1181159420289855,6,4,2
431,1.7786548976186913,2.1181159420289855,6,4,2
432,1.7786548976186913,2.1181159420289855,6,4,2
433,1.7786548976186913,2.1181159420289855,6,4,2
434,1.7786548976186913,2.1181159420289855,6,4,2
435,1.7786548976186913,2.1181159420289855,6,4,2
436,1.7786548976186913,2.1181159420289855,6,4,2
437,1.7786548976186913,2.1181159420289855,6,4,2
438,1.7786548976186913,2.1181159420289855,6,4,2
439,1.7786548976186913,2.1181159420289855,6,4,2
440,1.7786548976186913,2.1181159420289855,6,4,2
441,1.7786548976186913,2.1181159420289855,6,4,2
442,1.7786548976186913,2.1181159420289855,6,4,2
443,1.7786548976186913,2.1181159420289855,6,4,2
444,1.7786548976186913,2.1181159420289855,6,4,2
445,1.7786548976186913,2.1181159420289855,6,4,2
446,1.7786548976186913,2.1181159420289855,6,4,2
447,1.7786548976186913,2.1181159420289855,6,4,2
448,1.7786548976186913,2.1181159420289855,6,4,2
449,1.7786548976186913,2.1181159420289855,6,4,2
450,1.7786548976186913,2.1181159420289855,6,4,2
451,1.7786548976186913,2.1181159420289855,6,4,2
452,1.7786548976186913,2.1181159420289855,6,4,2
453,1.7786548976186913,2.1181159420289855,6,4,2
454,1.7786548976186913,2.1181159420289855,6,4,2
455,1.7786548976186913,2.1181159420289855,6,4,2
456,1.7786548976186913,2.1181159420289855,6,4,2
457,1.7786548976186913,2.1181159420289855,6,4,2
458,1.7786548976186913,2.1181159420289855,6,4,2
459,1.7786548976186913,2.1181159420289855,6,4,2
460,1.7786548976186913,2.1181159420289855,6,4,2
461,1.7786548976186913,2.1181159420289855,6,4,2
462,1.7786548976186913,2.1181159420289855,6,4,2
463,1.7786548976186913,2.1181159420289855,6,4,2
464,1.7786548976186913,2.1181159420289855,6,4,2
465,1.7786548976186913,2.1181159420289855,6,4,2
466,1.7786548976186913,2.1181159420289855,6,4,2
467,1.7786548976186913,2.1181159420289855,6,4,2
468,1.7786548976186913,2.1181159420289855,6,4,2
469,1.7786548976186913,2.1181159420289855,6,4,2
470,1.7786548976186913,2.1181159420289855,6,4,2
471,1.7786548976186913,2.1181159420289855,6,4,2
472,1.7786548976186913,2.1181159420289855,6,4,2
473,1.7786548976186913,2.1181159420289855,6,4,2
474,1.7786548976186913,2.1181159420289855,6,4,2
475,1.7786548976186913,2.1181159420289855,6,4,2
476,1.7786548976186913,2.1181159420289855,6,4,2
477,1.7786548976186913,2.1181159420289855,6,4,2
478,1.7786548976186913,2.1181159420289855,6,4,2
479,1.7786548976186913,2.1181159420289855,6,4,2
480,1.7786548976186913,2.1181159420289855,6,4,2
481,1.7786548976186913,2.1181159420289855,6,4,2
482,1.7786548976186913,2.1181159420289855,6,4,2
483,1.7786548976186913,2.1181159420289855,6,4,2
484,1.7786548976186913,2.1181159420289855,6,4,2
485,1.7786548976186913,2.1181159420289855,6,4,2
486,1.7786548976186913,2.1181159420289855,6,4,2
487,1.7786548976186913,2.1181159420289855,6,4,2
488,1.7786548976186913,2.1181159420289855,6,4,2
489,1.7786548976186913,2.1181159420289855,6,4,2
490,1.7786548976186913,2.1181159420289855,6,4,2
491,1.7786548976186913,2.1181159420289855,6,4,2
492,1.7786548976186913,2.1181159420289855,6,4,2
493,1.7786548976186913,2.1181159420289855,6,4,2
494,1.7786548976186913,2.1181159420289855,6,4,2
495,1.7786548976186913,2.1181159420289855,6,4,2
496,1.7786548976186913,2.1181159420289855,6,4,2
497,1.7786548976186913,2.1181159420289855,6,4,2
498,1.7786548976186913,2.1181159420289855,6,4,2
499,1.7786548976186913,2.1181159420289855,6,4,2
500,1.7786548976186913,2.1181159420289855,6,4,2
501,1.7786548976186913,2.1181159420289855,6,4,2
502,1.7786548976186913,2.1181159420289855,6,4,2
503,1.7786548976186913,2.1181159420289855,6,4,2
504,1.7786548976186913,2.1181159420289855,6,4,2
505,1.7786548976186913,2.1181159420289855,6,4,2
506,1.7786548976186913,2.1181159420289855,6,4,2
507,1.7786548976186913,2.1181159420289855,6,4,2
508,1.7786548976186913,2.1181159420289855,6,4,2
509,1.7786548976186913,2.1181159420289855,6,4,2
510,1.7786548976186913,2.1181159420289855,6,4,2
511,1.7786548976186913,2.1181159420289855,6,4,2
512,1.7786548976186913,2.1181159420289855,6,4,2
513,1.7786548976186913,2.1181159420289855,6,4,2
514,1.7786548976186913,2.1181159420289855,6,4,2
515,1.7786548976186913,2.1181159420289855,6,4,2
516,1.7786548976186913,2.1181159420289855,6,4,2
517,1.7786548976186913,2.1181159420289855,6,4,2
518,1.7786548976186913,2.1181159420289855,6,4,2
519,1.7786548976186913,2.1181159420289855,6,4,2
520,1.7786548976186913,2.1181159420289855,6,4,2
521,1.7786548976186913,2.1181159420289855,6,4,2
522,1.7786548976186913,2.1181159420289855,6,4,2
523,1.7786548976186913,2.1181159420289855,6,4,2
524,1.7786548976186913,2.1181159420289855,6,4,2
525,1.7786548976186913,2.1181159420289855,6,4,2
526,1.7786548976186913,2.1181159420289855,6,4,2
527,1.7786548976186913,2.1181159420289855,6,4,2
528,1.7786548976186913,2.1181159420289855,6,4,2
529,1.7786548976186913,2.1181159420289855,6,4,2
530,1.7786548976186913,2.1181159420289855,6,4,2
531,1.7786548976186913,2.1181159420289855,6,4,2
532,1.7786548976186913,2.1181159420289855,6,4,2
533,1.7786548976186913,2.1181159420289855,6,4,2
534,1.7786548976186913,2.1181159420289855,6,4,2
535,1.7786548976186913,2.1181159420289855,6,4,2
536,1.7786548976186913,2.1181159420289855,6,4,2
537,1.7786548976186913,2.1181159420289855,6,4,2
538,1.7786548976186913,2.1181159420289855,6,4,2
539,1.7786548976186913,2.1181159420289855,6,4,2
540,1.7786548976186913,2.1181159420289855,6,4,2
541,1.7786548976186913,2.1181159420289855,6,4,2
542,1.7786548976186913,2.1181159420289855,6,4,2
543,1.7786548976186913,2.1181159420289855,6,4,2
544,1.7786548976186913,2.1181159420289855,6,4,2
545,1.7786548976186913,2.1181159420289855,6,4,2
546,1.7786548976186913,2.1181159420289855,6,4,2
547,1.7786548976186913,2.1181159420289855,6,4,2
548,1.7786548976186913,2.1181159420289855,6,4,2
549,1.7786548976186913,2.1181159420289855,6,4,2
550,1.7786548976186913,2.1181159420289855,6,4,2
551,1.7786548976186913,2.1181159420289855,6,4,2
552,1.7786548976186913,2.1181159420289855,6,4,2
553,1.7786548976186913,2.1181159420289855,6,4,2
554,1.7786548976186913,2.1181159420289855,6,4,2
555,1.7786548976186913,2.1181159420289855,6,4,2
556,1.7786548976186913,2.1181159420289855,6,4,2
557,1.7786548976186913,2.1181159420289855,6,4,2
558,1.7786548976186913,2.1181159420289855,6,4,2
559,1.7786548976186913,2.1181159420289855,6,4,2
560,1.7786548976186913,2.1181159420289855,6,4,2
561,1.7786548976186913,2.1181159420289855,6,4,2
562,1.7786548976186913,2.1181159420289855,6,4,2
